,date,City,positive,negative
10423,2020-11-09,Kansas,97633.0,586429.0
9043,2020-11-09,Alaska,18732.0,748801.0
7660,2020-11-09,Ohio,250268.0,4663152.0
6551,2020-11-09,Georgia,373078.0,3375713.0
11525,2020-11-09,Louisiana,192981.0,2705091.0
11800,2020-11-09,North Dakota,54305.0,255540.0
8767,2020-11-09,Delaware,26603.0,340672.0
4883,2020-11-09,South Carolina,185688.0,1780834.0
7937,2020-11-09,New Mexico,54881.0,1213234.0
4049,2020-11-09,California,964639.0,18946628.0
925,2020-11-09,Florida,832525.0,5573760.0
4605,2020-11-09,Texas,956234.0,7886923.0
6273,2020-11-09,Hawaii,16051.0,295153.0
2090,2020-11-09,Virginia,192175.0,2625610.0
1806,2020-11-09,Indiana,210374.0,1608520.0
5161,2020-11-09,Arizona,259264.0,1630206.0
7383,2020-11-09,District of Columbia,18001.0,540727.0
2933,2020-11-09,Michigan,229003.0,5130002.0
12075,2020-11-09,Missouri,209197.0,1395434.0
5717,2020-11-09,Illinois,487987.0,7970504.0
292,2020-11-09,Washington,116011.0,2494867.0
11526,2020-11-10,Louisiana,193372.0,2730221.0
926,2020-11-10,Florida,836370.0,5593589.0
3772,2020-11-10,Wisconsin,286380.0,1939444.0
5440,2020-11-10,North Carolina,294860.0,4132470.0
14276,2020-11-10,Idaho,72961.0,346584.0
613,2020-11-10,Massachusetts,172727.0,2757216.0
7938,2020-11-10,New Mexico,56289.0,1224404.0
9872,2020-11-10,Arkansas,122811.0,1332008.0
4884,2020-11-10,South Carolina,186391.0,1800774.0
11801,2020-11-10,North Dakota,55458.0,255540.0
13176,2020-11-10,Oklahoma,138455.0,1593041.0
2372,2020-11-10,Rhode Island,38009.0,429079.0
7107,2020-11-10,Tennessee,287770.0,3654055.0
12626,2020-11-10,Maine,7888.0,696371.0
2091,2020-11-10,Virginia,193477.0,2642227.0
9596,2020-11-10,Pennsylvania,234296.0,2470785.0
3493,2020-11-10,Vermont,2461.0,192018.0
9320,2020-11-10,Iowa,144922.0,802535.0
3214,2020-11-10,New York,532180.0,15368121.0
14001,2020-11-10,Connecticut,81463.0,2519275.0
8215,2020-11-10,Maryland,155371.0,1891138.0
13726,2020-11-10,Alabama,204857.0,1231152.0
8492,2020-11-10,Nevada,110982.0,742230.0
5718,2020-11-10,Illinois,498560.0,8059836.0
12076,2020-11-10,Missouri,212441.0,1382473.0
6830,2020-11-10,Oregon,51155.0,869307.0
1807,2020-11-10,Indiana,214509.0,1618292.0
293,2020-11-10,Washington,117331.0,2508945.0
1227,2020-11-10,New Jersey,256653.0,4780634.0
12351,2020-11-10,Mississippi,127205.0,873863.0
8768,2020-11-10,Delaware,26908.0,342019.0
7661,2020-11-10,Ohio,254974.0,4702747.0
5162,2020-11-10,Arizona,259699.0,1642297.0
6552,2020-11-10,Georgia,374181.0,3396470.0
4050,2020-11-10,California,971851.0,19117423.0
2934,2020-11-10,Michigan,238308.0,5182373.0
4606,2020-11-10,Texas,963019.0,7927609.0
6274,2020-11-10,Hawaii,16179.0,295153.0
11251,2020-11-10,South Dakota,56311.0,223365.0
12901,2020-11-10,Montana,40053.0,503415.0
10700,2020-11-10,Kentucky,122567.0,2001710.0
4328,2020-11-10,Colorado,134537.0,1236359.0
7384,2020-11-10,District of Columbia,18087.0,543660.0
1523,2020-11-10,Nebraska,83969.0,548165.0
5996,2020-11-10,New Hampshire,12699.0,355166.0
13451,2020-11-10,Utah,134868.0,998243.0
10148,2020-11-10,Minnesota,184788.0,1844204.0
10976,2020-11-10,West Virginia,28805.0,834727.0
2653,2020-11-10,Wyoming,18010.0,127148.0
9044,2020-11-10,Alaska,19196.0,808406.0
10424,2020-11-10,Kansas,103553.0,586429.0
614,2020-11-11,Massachusetts,174881.0,2775173.0
2935,2020-11-11,Michigan,245252.0,5230604.0
7662,2020-11-11,Ohio,261482.0,4742427.0
6553,2020-11-11,Georgia,376054.0,3408352.0
9597,2020-11-11,Pennsylvania,238657.0,2488761.0
9045,2020-11-11,Alaska,19734.0,814369.0
10977,2020-11-11,West Virginia,29316.0,844916.0
7939,2020-11-11,New Mexico,57547.0,1258214.0
5719,2020-11-11,Illinois,511183.0,8140643.0
10425,2020-11-11,Kansas,103553.0,594422.0
11252,2020-11-11,South Dakota,57334.0,224424.0
13727,2020-11-11,Alabama,206567.0,1245235.0
2373,2020-11-11,Rhode Island,38798.0,431508.0
12352,2020-11-11,Mississippi,128138.0,873863.0
8493,2020-11-11,Nevada,112304.0,745908.0
1524,2020-11-11,Nebraska,85551.0,551729.0
6831,2020-11-11,Oregon,51909.0,875573.0
9321,2020-11-11,Iowa,147656.0,806400.0
3494,2020-11-11,Vermont,2513.0,192790.0
13177,2020-11-11,Oklahoma,140157.0,1605803.0
9873,2020-11-11,Arkansas,124235.0,1343051.0
2654,2020-11-11,Wyoming,19242.0,127239.0
4329,2020-11-11,Colorado,138427.0,1252650.0
14277,2020-11-11,Idaho,74227.0,348963.0
11527,2020-11-11,Louisiana,194702.0,2730221.0
2092,2020-11-11,Virginia,194912.0,2662121.0
294,2020-11-11,Washington,118570.0,2524414.0
12077,2020-11-11,Missouri,216697.0,1407151.0
7385,2020-11-11,District of Columbia,18173.0,548693.0
8216,2020-11-11,Maryland,156709.0,1902413.0
1808,2020-11-11,Indiana,219338.0,1629326.0
14002,2020-11-11,Connecticut,82987.0,2554464.0
3215,2020-11-11,New York,536145.0,15527601.0
10149,2020-11-11,Minnesota,189681.0,1850746.0
927,2020-11-11,Florida,840652.0,5620660.0
5441,2020-11-11,North Carolina,297442.0,4159727.0
1228,2020-11-11,New Jersey,260430.0,4821298.0
4885,2020-11-11,South Carolina,187738.0,1811714.0
12627,2020-11-11,Maine,8060.0,696371.0
10701,2020-11-11,Kentucky,124646.0,2001710.0
5997,2020-11-11,New Hampshire,12919.0,357682.0
3773,2020-11-11,Wisconsin,293812.0,1949868.0
5163,2020-11-11,Arizona,263133.0,1650072.0
12902,2020-11-11,Montana,41151.0,505658.0
4607,2020-11-11,Texas,974230.0,8021791.0
11802,2020-11-11,North Dakota,56342.0,256234.0
4051,2020-11-11,California,977218.0,19237411.0
7108,2020-11-11,Tennessee,289749.0,3680642.0
6275,2020-11-11,Hawaii,16242.0,295153.0
8769,2020-11-11,Delaware,27112.0,343283.0
13452,2020-11-11,Utah,137385.0,1004293.0
13453,2020-11-12,Utah,139720.0,1012077.0
3495,2020-11-12,Vermont,2602.0,194021.0
6276,2020-11-12,Hawaii,16320.0,295153.0
14278,2020-11-12,Idaho,75428.0,351246.0
10702,2020-11-12,Kentucky,127344.0,2037715.0
10978,2020-11-12,West Virginia,30201.0,857402.0
615,2020-11-12,Massachusetts,177541.0,2794422.0
9046,2020-11-12,Alaska,20221.0,823964.0
3774,2020-11-12,Wisconsin,301349.0,1964799.0
11528,2020-11-12,Louisiana,194702.0,2759957.0
1525,2020-11-12,Nebraska,87733.0,554909.0
4330,2020-11-12,Colorado,142402.0,1252650.0
1229,2020-11-12,New Jersey,263495.0,4857612.0
6554,2020-11-12,Georgia,377694.0,3427223.0
2093,2020-11-12,Virginia,196506.0,2673174.0
4052,2020-11-12,California,984682.0,19350463.0
11803,2020-11-12,North Dakota,57373.0,257221.0
4608,2020-11-12,Texas,985380.0,8039376.0
7663,2020-11-12,Ohio,267356.0,4792040.0
5164,2020-11-12,Arizona,265163.0,1663978.0
11253,2020-11-12,South Dakota,58696.0,225372.0
5442,2020-11-12,North Carolina,300561.0,4197320.0
10150,2020-11-12,Minnesota,194570.0,1868919.0
8494,2020-11-12,Nevada,113411.0,750483.0
4886,2020-11-12,South Carolina,188995.0,1830455.0
6832,2020-11-12,Oregon,52770.0,881998.0
9322,2020-11-12,Iowa,151953.0,809153.0
7940,2020-11-12,New Mexico,59034.0,1269627.0
13178,2020-11-12,Oklahoma,142334.0,1605803.0
13728,2020-11-12,Alabama,208637.0,1245235.0
1809,2020-11-12,Indiana,224374.0,1645352.0
10426,2020-11-12,Kansas,109225.0,591280.0
295,2020-11-12,Washington,120011.0,2524414.0
14003,2020-11-12,Connecticut,84741.0,2577582.0
7109,2020-11-12,Tennessee,293381.0,3699253.0
12353,2020-11-12,Mississippi,129394.0,873863.0
12078,2020-11-12,Missouri,220768.0,1414193.0
12903,2020-11-12,Montana,42070.0,514920.0
8217,2020-11-12,Maryland,158423.0,1912085.0
9598,2020-11-12,Pennsylvania,243368.0,2506649.0
928,2020-11-12,Florida,846321.0,5641888.0
2936,2020-11-12,Michigan,251872.0,5290609.0
8770,2020-11-12,Delaware,27342.0,344688.0
2655,2020-11-12,Wyoming,19374.0,128808.0
2374,2020-11-12,Rhode Island,39776.0,433650.0
5720,2020-11-12,Illinois,523840.0,8228558.0
9874,2020-11-12,Arkansas,126197.0,1354919.0
5998,2020-11-12,New Hampshire,13148.0,361578.0
12628,2020-11-12,Maine,8202.0,717165.0
7386,2020-11-12,District of Columbia,18379.0,553023.0
3216,2020-11-12,New York,540965.0,15685431.0
5721,2020-11-13,Illinois,536542.0,8319683.0
3775,2020-11-13,Wisconsin,309572.0,1975512.0
4887,2020-11-13,South Carolina,190490.0,1838893.0
7387,2020-11-13,District of Columbia,18507.0,558935.0
12079,2020-11-13,Missouri,225371.0,1418371.0
12629,2020-11-13,Maine,8395.0,725771.0
616,2020-11-13,Massachusetts,180189.0,2813634.0
8495,2020-11-13,Nevada,114880.0,754268.0
10427,2020-11-13,Kansas,109225.0,591280.0
11254,2020-11-13,South Dakota,60716.0,226334.0
10703,2020-11-13,Kentucky,129680.0,2063287.0
1230,2020-11-13,New Jersey,266986.0,4898848.0
2094,2020-11-13,Virginia,198027.0,2682533.0
8771,2020-11-13,Delaware,27546.0,347207.0
4053,2020-11-13,California,991609.0,19479998.0
3217,2020-11-13,New York,545762.0,15883751.0
9875,2020-11-13,Arkansas,128006.0,1367077.0
12354,2020-11-13,Mississippi,130665.0,873863.0
13179,2020-11-13,Oklahoma,144691.0,1643665.0
3496,2020-11-13,Vermont,2727.0,194945.0
5165,2020-11-13,Arizona,266562.0,1680262.0
14004,2020-11-13,Connecticut,85899.0,2618022.0
7110,2020-11-13,Tennessee,296725.0,3718991.0
7664,2020-11-13,Ohio,274457.0,4850253.0
296,2020-11-13,Washington,120011.0,2570814.0
7941,2020-11-13,New Mexico,60776.0,1286188.0
2656,2020-11-13,Wyoming,20479.0,130208.0
6277,2020-11-13,Hawaii,16437.0,295153.0
9323,2020-11-13,Iowa,155603.0,812009.0
5999,2020-11-13,New Hampshire,13470.0,364376.0
14279,2020-11-13,Idaho,77121.0,353703.0
11804,2020-11-13,North Dakota,59173.0,258136.0
1526,2020-11-13,Nebraska,89942.0,558106.0
8218,2020-11-13,Maryland,159900.0,1922533.0
4331,2020-11-13,Colorado,147599.0,1269863.0
6555,2020-11-13,Georgia,380190.0,3456045.0
12904,2020-11-13,Montana,43031.0,522300.0
2937,2020-11-13,Michigan,259183.0,5354790.0
6833,2020-11-13,Oregon,53879.0,888210.0
2375,2020-11-13,Rhode Island,40764.0,435401.0
10979,2020-11-13,West Virginia,30897.0,870654.0
13454,2020-11-13,Utah,143639.0,1018942.0
5443,2020-11-13,North Carolina,303454.0,4231534.0
929,2020-11-13,Florida,851825.0,5664400.0
11529,2020-11-13,Louisiana,198531.0,2790487.0
9047,2020-11-13,Alaska,20702.0,823380.0
10151,2020-11-13,Minnesota,201795.0,1888174.0
1810,2020-11-13,Indiana,230965.0,1656505.0
13729,2020-11-13,Alabama,210637.0,1260600.0
4609,2020-11-13,Texas,993841.0,8148386.0
9599,2020-11-13,Pennsylvania,248856.0,2523984.0
13455,2020-11-14,Utah,145789.0,1029583.0
6000,2020-11-14,New Hampshire,13929.0,367101.0
3776,2020-11-14,Wisconsin,318023.0,1989320.0
12905,2020-11-14,Montana,44244.0,523808.0
4054,2020-11-14,California,998502.0,19663219.0
10152,2020-11-14,Minnesota,207339.0,1903051.0
12630,2020-11-14,Maine,8639.0,725771.0
2376,2020-11-14,Rhode Island,41529.0,437714.0
7942,2020-11-14,New Mexico,62006.0,1297281.0
2938,2020-11-14,Michigan,268362.0,5416792.0
7665,2020-11-14,Ohio,282528.0,4904772.0
8496,2020-11-14,Nevada,116737.0,758832.0
9324,2020-11-14,Iowa,159635.0,816158.0
6556,2020-11-14,Georgia,382505.0,3480942.0
13180,2020-11-14,Oklahoma,147358.0,1653599.0
8772,2020-11-14,Delaware,28016.0,348969.0
297,2020-11-14,Washington,123356.0,2596589.0
1231,2020-11-14,New Jersey,270383.0,4935991.0
10704,2020-11-14,Kentucky,132844.0,2081184.0
11530,2020-11-14,Louisiana,201981.0,2790487.0
1811,2020-11-14,Indiana,236565.0,1673064.0
12080,2020-11-14,Missouri,229376.0,1425308.0
14005,2020-11-14,Connecticut,88645.0,2618022.0
5166,2020-11-14,Arizona,269577.0,1695606.0
6278,2020-11-14,Hawaii,16534.0,295153.0
8219,2020-11-14,Maryland,161769.0,1934079.0
7111,2020-11-14,Tennessee,300458.0,3749181.0
14280,2020-11-14,Idaho,78279.0,356065.0
9876,2020-11-14,Arkansas,130318.0,1367077.0
4332,2020-11-14,Colorado,154038.0,1285090.0
9600,2020-11-14,Pennsylvania,254387.0,2538147.0
9048,2020-11-14,Alaska,21286.0,840244.0
2095,2020-11-14,Virginia,199262.0,2704518.0
3497,2020-11-14,Vermont,2829.0,195897.0
5444,2020-11-14,North Carolina,305233.0,4282407.0
10980,2020-11-14,West Virginia,31639.0,882864.0
11255,2020-11-14,South Dakota,62327.0,227641.0
10428,2020-11-14,Kansas,115507.0,591280.0
930,2020-11-14,Florida,858585.0,5691962.0
2657,2020-11-14,Wyoming,21341.0,130208.0
5722,2020-11-14,Illinois,551957.0,8423025.0
11805,2020-11-14,North Dakota,60602.0,259356.0
3218,2020-11-14,New York,551163.0,16062525.0
13730,2020-11-14,Alabama,213617.0,1271260.0
4888,2020-11-14,South Carolina,192101.0,1878126.0
6834,2020-11-14,Oregon,54937.0,895547.0
1527,2020-11-14,Nebraska,92553.0,561037.0
617,2020-11-14,Massachusetts,183095.0,2838585.0
4610,2020-11-14,Texas,1004983.0,8221222.0
12355,2020-11-14,Mississippi,131970.0,873863.0
7388,2020-11-14,District of Columbia,18666.0,564505.0
7943,2020-11-15,New Mexico,63171.0,1308666.0
5445,2020-11-15,North Carolina,309118.0,4320374.0
1812,2020-11-15,Indiana,244887.0,1686692.0
10981,2020-11-15,West Virginia,32792.0,893220.0
13731,2020-11-15,Alabama,215843.0,1275915.0
6557,2020-11-15,Georgia,384997.0,3500337.0
4889,2020-11-15,South Carolina,194014.0,1895082.0
9325,2020-11-15,Iowa,163728.0,821319.0
8220,2020-11-15,Maryland,164090.0,1944536.0
4333,2020-11-15,Colorado,159234.0,1299566.0
931,2020-11-15,Florida,862990.0,5726495.0
2377,2020-11-15,Rhode Island,42763.0,440141.0
7666,2020-11-15,Ohio,290243.0,4963930.0
2658,2020-11-15,Wyoming,21881.0,130208.0
8773,2020-11-15,Delaware,28395.0,351012.0
12906,2020-11-15,Montana,45886.0,525403.0
1528,2020-11-15,Nebraska,94922.0,564409.0
13456,2020-11-15,Utah,151141.0,1035460.0
10153,2020-11-15,Minnesota,216028.0,1927701.0
11806,2020-11-15,North Dakota,62872.0,259864.0
6835,2020-11-15,Oregon,56018.0,901099.0
14281,2020-11-15,Idaho,79798.0,358397.0
6001,2020-11-15,New Hampshire,14311.0,370081.0
618,2020-11-15,Massachusetts,186142.0,2854649.0
12356,2020-11-15,Mississippi,133340.0,873863.0
3777,2020-11-15,Wisconsin,323604.0,2001239.0
6279,2020-11-15,Hawaii,16652.0,295153.0
7389,2020-11-15,District of Columbia,18814.0,569643.0
12631,2020-11-15,Maine,8791.0,725771.0
4055,2020-11-15,California,1008377.0,19847440.0
3219,2020-11-15,New York,556551.0,16192078.0
14006,2020-11-15,Connecticut,88645.0,2618022.0
2939,2020-11-15,Michigan,275792.0,5416792.0
5723,2020-11-15,Illinois,562985.0,8497225.0
2096,2020-11-15,Virginia,200799.0,2737283.0
9049,2020-11-15,Alaska,22020.0,844720.0
3498,2020-11-15,Vermont,2927.0,196563.0
5167,2020-11-15,Arizona,273053.0,1706395.0
9601,2020-11-15,Pennsylvania,259938.0,2559496.0
8497,2020-11-15,Nevada,119006.0,762340.0
9877,2020-11-15,Arkansas,130318.0,1386711.0
12081,2020-11-15,Missouri,235722.0,1430022.0
11531,2020-11-15,Louisiana,201981.0,2825083.0
10705,2020-11-15,Kentucky,136137.0,2081184.0
11256,2020-11-15,South Dakota,64182.0,228733.0
13181,2020-11-15,Oklahoma,150205.0,1653599.0
298,2020-11-15,Washington,125498.0,2621051.0
1232,2020-11-15,New Jersey,274736.0,5059796.0
7112,2020-11-15,Tennessee,305120.0,3789392.0
10429,2020-11-15,Kansas,115507.0,591280.0
4611,2020-11-15,Texas,1014160.0,8350722.0
7390,2020-11-16,District of Columbia,18977.0,571288.0
2097,2020-11-16,Virginia,201960.0,2752608.0
5446,2020-11-16,North Carolina,312235.0,4345622.0
7113,2020-11-16,Tennessee,310937.0,3842958.0
7667,2020-11-16,Ohio,298096.0,5013475.0
14007,2020-11-16,Connecticut,88645.0,2699868.0
3778,2020-11-16,Wisconsin,329924.0,2009148.0
11532,2020-11-16,Louisiana,204513.0,2832177.0
6002,2020-11-16,New Hampshire,14671.0,372579.0
13457,2020-11-16,Utah,153808.0,1042778.0
1233,2020-11-16,New Jersey,279274.0,5059796.0
932,2020-11-16,Florida,872810.0,5748137.0
299,2020-11-16,Washington,127731.0,2648055.0
3220,2020-11-16,New York,560200.0,16313153.0
13182,2020-11-16,Oklahoma,154128.0,1653599.0
8498,2020-11-16,Nevada,120183.0,765062.0
2940,2020-11-16,Michigan,275792.0,5519516.0
10982,2020-11-16,West Virginia,33659.0,904451.0
4056,2020-11-16,California,1019345.0,20039659.0
13732,2020-11-16,Alabama,217822.0,1281958.0
12632,2020-11-16,Maine,8944.0,747055.0
7944,2020-11-16,New Mexico,64201.0,1320667.0
5168,2020-11-16,Arizona,275436.0,1718324.0
9050,2020-11-16,Alaska,22662.0,849107.0
4890,2020-11-16,South Carolina,195507.0,1908916.0
6280,2020-11-16,Hawaii,16759.0,295153.0
12357,2020-11-16,Mississippi,134309.0,906991.0
5724,2020-11-16,Illinois,573616.0,8576205.0
619,2020-11-16,Massachusetts,188275.0,2869642.0
11257,2020-11-16,South Dakota,65381.0,229869.0
3499,2020-11-16,Vermont,2971.0,197377.0
9602,2020-11-16,Pennsylvania,265137.0,2573621.0
4612,2020-11-16,Texas,1020721.0,8350722.0
9878,2020-11-16,Arkansas,133040.0,1396858.0
10430,2020-11-16,Kansas,115507.0,611015.0
8221,2020-11-16,Maryland,165930.0,1955619.0
2659,2020-11-16,Wyoming,22494.0,130208.0
2378,2020-11-16,Rhode Island,43442.0,441477.0
9326,2020-11-16,Iowa,167282.0,823498.0
10154,2020-11-16,Minnesota,223581.0,1945267.0
6558,2020-11-16,Georgia,386949.0,3512778.0
8774,2020-11-16,Delaware,28803.0,353709.0
1529,2020-11-16,Nebraska,96834.0,566819.0
1813,2020-11-16,Indiana,251597.0,1695458.0
10706,2020-11-16,Kentucky,137586.0,2126562.0
12082,2020-11-16,Missouri,239451.0,1435403.0
4334,2020-11-16,Colorado,163417.0,1313593.0
14282,2020-11-16,Idaho,81317.0,359988.0
11807,2020-11-16,North Dakota,63796.0,260606.0
6836,2020-11-16,Oregon,56880.0,905336.0
12907,2020-11-16,Montana,47158.0,525307.0
7114,2020-11-17,Tennessee,318888.0,3855422.0
1530,2020-11-17,Nebraska,98161.0,572538.0
9051,2020-11-17,Alaska,23240.0,854748.0
5447,2020-11-17,North Carolina,314207.0,4380066.0
2660,2020-11-17,Wyoming,23193.0,127687.0
13733,2020-11-17,Alabama,219232.0,1287672.0
4335,2020-11-17,Colorado,167713.0,1328305.0
933,2020-11-17,Florida,877340.0,5778913.0
10983,2020-11-17,West Virginia,34460.0,912120.0
4613,2020-11-17,Texas,1027889.0,8401556.0
10431,2020-11-17,Kansas,122741.0,611015.0
13458,2020-11-17,Utah,155779.0,1049160.0
12908,2020-11-17,Montana,48027.0,534430.0
10155,2020-11-17,Minnesota,231018.0,1954244.0
8775,2020-11-17,Delaware,29200.0,355924.0
6559,2020-11-17,Georgia,387930.0,3562956.0
6003,2020-11-17,New Hampshire,15029.0,373597.0
1814,2020-11-17,Indiana,256744.0,1706881.0
12083,2020-11-17,Missouri,243169.0,1443663.0
300,2020-11-17,Washington,130040.0,2664204.0
11258,2020-11-17,South Dakota,66278.0,231075.0
8499,2020-11-17,Nevada,122097.0,768698.0
5169,2020-11-17,Arizona,276912.0,1731896.0
2941,2020-11-17,Michigan,288954.0,5568947.0
14008,2020-11-17,Connecticut,93284.0,2731472.0
3779,2020-11-17,Wisconsin,334562.0,2024801.0
4057,2020-11-17,California,1029235.0,20221098.0
3221,2020-11-17,New York,563690.0,16467917.0
6281,2020-11-17,Hawaii,16853.0,295153.0
7391,2020-11-17,District of Columbia,19064.0,577433.0
5725,2020-11-17,Illinois,585248.0,8657809.0
11533,2020-11-17,Louisiana,205059.0,2860645.0
11808,2020-11-17,North Dakota,64885.0,261373.0
12358,2020-11-17,Mississippi,134898.0,906991.0
2098,2020-11-17,Virginia,204637.0,2775870.0
13183,2020-11-17,Oklahoma,156857.0,1692611.0
620,2020-11-17,Massachusetts,190439.0,2885122.0
10707,2020-11-17,Kentucky,139097.0,2145159.0
8222,2020-11-17,Maryland,167656.0,1965796.0
7668,2020-11-17,Ohio,305364.0,5052077.0
9879,2020-11-17,Arkansas,134348.0,1404126.0
7945,2020-11-17,New Mexico,65454.0,1330780.0
9327,2020-11-17,Iowa,169353.0,825489.0
14283,2020-11-17,Idaho,82245.0,361863.0
3500,2020-11-17,Vermont,3095.0,198286.0
12633,2020-11-17,Maine,9117.0,755555.0
4891,2020-11-17,South Carolina,196617.0,1924423.0
9603,2020-11-17,Pennsylvania,269613.0,2588467.0
6837,2020-11-17,Oregon,57646.0,911252.0
1234,2020-11-17,New Jersey,281493.0,5089172.0
2379,2020-11-17,Rhode Island,43923.0,443722.0
4058,2020-11-18,California,1037978.0,20370754.0
11534,2020-11-18,Louisiana,207685.0,2875935.0
3222,2020-11-18,New York,568778.0,16617057.0
14009,2020-11-18,Connecticut,94986.0,2763656.0
4892,2020-11-18,South Carolina,197900.0,1938842.0
2942,2020-11-18,Michigan,296840.0,5619633.0
12634,2020-11-18,Maine,9363.0,765850.0
8223,2020-11-18,Maryland,169805.0,1977512.0
13184,2020-11-18,Oklahoma,158408.0,1707516.0
5170,2020-11-18,Arizona,279896.0,1743653.0
301,2020-11-18,Washington,131532.0,2678960.0
2099,2020-11-18,Virginia,206762.0,2794577.0
13459,2020-11-18,Utah,158957.0,1056915.0
4614,2020-11-18,Texas,1039513.0,8473960.0
12909,2020-11-18,Montana,49398.0,540824.0
1235,2020-11-18,New Jersey,285519.0,5176586.0
2380,2020-11-18,Rhode Island,44528.0,447160.0
8776,2020-11-18,Delaware,29552.0,356918.0
6560,2020-11-18,Georgia,391466.0,3581179.0
9328,2020-11-18,Iowa,171545.0,829147.0
10156,2020-11-18,Minnesota,236949.0,1965766.0
1815,2020-11-18,Indiana,262207.0,1721234.0
3780,2020-11-18,Wisconsin,342155.0,2036941.0
10708,2020-11-18,Kentucky,142008.0,2174032.0
12084,2020-11-18,Missouri,248886.0,1449003.0
7115,2020-11-18,Tennessee,320729.0,3875783.0
8500,2020-11-18,Nevada,123794.0,770312.0
7392,2020-11-18,District of Columbia,19309.0,581947.0
6282,2020-11-18,Hawaii,16905.0,295153.0
6004,2020-11-18,New Hampshire,15303.0,375402.0
1531,2020-11-18,Nebraska,101601.0,575180.0
934,2020-11-18,Florida,884625.0,5812647.0
14284,2020-11-18,Idaho,83344.0,363268.0
10984,2020-11-18,West Virginia,35324.0,924107.0
4336,2020-11-18,Colorado,172044.0,1343574.0
13734,2020-11-18,Alabama,220848.0,1294045.0
7946,2020-11-18,New Mexico,67559.0,1339372.0
7669,2020-11-18,Ohio,312443.0,5052077.0
2661,2020-11-18,Wyoming,24453.0,127687.0
5448,2020-11-18,North Carolina,317495.0,4410309.0
12359,2020-11-18,Mississippi,135803.0,906991.0
621,2020-11-18,Massachusetts,192964.0,2905440.0
11259,2020-11-18,South Dakota,67284.0,232302.0
9052,2020-11-18,Alaska,23874.0,861139.0
9604,2020-11-18,Pennsylvania,275513.0,2608986.0
9880,2020-11-18,Arkansas,135902.0,1415302.0
11809,2020-11-18,North Dakota,65967.0,261680.0
3501,2020-11-18,Vermont,3201.0,198845.0
6838,2020-11-18,Oregon,58570.0,917181.0
5726,2020-11-18,Illinois,597849.0,8752456.0
10432,2020-11-18,Kansas,122741.0,619667.0
6839,2020-11-19,Oregon,59669.0,924419.0
6005,2020-11-19,New Hampshire,15749.0,379206.0
4337,2020-11-19,Colorado,176694.0,1363706.0
14285,2020-11-19,Idaho,85125.0,366515.0
6561,2020-11-19,Georgia,393890.0,3614035.0
2662,2020-11-19,Wyoming,25275.0,130130.0
4615,2020-11-19,Texas,1048383.0,8595614.0
12635,2020-11-19,Maine,9519.0,778615.0
2381,2020-11-19,Rhode Island,45911.0,449838.0
1532,2020-11-19,Nebraska,103805.0,579171.0
13460,2020-11-19,Utah,162028.0,1067334.0
9329,2020-11-19,Iowa,174839.0,833163.0
12910,2020-11-19,Montana,50582.0,544011.0
8777,2020-11-19,Delaware,29755.0,358868.0
9605,2020-11-19,Pennsylvania,281852.0,2629527.0
10709,2020-11-19,Kentucky,144753.0,2206714.0
302,2020-11-19,Washington,134121.0,2700048.0
3502,2020-11-19,Vermont,3255.0,201719.0
10433,2020-11-19,Kansas,128594.0,619667.0
3223,2020-11-19,New York,574072.0,16806986.0
4059,2020-11-19,California,1047789.0,20493261.0
5727,2020-11-19,Illinois,606771.0,8851291.0
2943,2020-11-19,Michigan,303058.0,5681886.0
11260,2020-11-19,South Dakota,68671.0,233527.0
8224,2020-11-19,Maryland,171823.0,1994775.0
9881,2020-11-19,Arkansas,137617.0,1428285.0
622,2020-11-19,Massachusetts,195868.0,2924858.0
5171,2020-11-19,Arizona,283102.0,1758070.0
12360,2020-11-19,Mississippi,137396.0,906991.0
13185,2020-11-19,Oklahoma,161425.0,1726221.0
8501,2020-11-19,Nevada,125459.0,775298.0
12085,2020-11-19,Missouri,253473.0,1454887.0
7947,2020-11-19,New Mexico,70451.0,1346681.0
13735,2020-11-19,Alabama,223486.0,1307256.0
6283,2020-11-19,Hawaii,16974.0,295153.0
10985,2020-11-19,West Virginia,36277.0,940140.0
9053,2020-11-19,Alaska,24419.0,873890.0
1816,2020-11-19,Indiana,268222.0,1734260.0
10157,2020-11-19,Minnesota,242043.0,1986910.0
11535,2020-11-19,Louisiana,209914.0,2899661.0
11810,2020-11-19,North Dakota,67230.0,262565.0
5449,2020-11-19,North Carolina,320862.0,4461105.0
1236,2020-11-19,New Jersey,289562.0,5176586.0
14010,2020-11-19,Connecticut,97028.0,2797899.0
3781,2020-11-19,Wisconsin,350665.0,2049526.0
2100,2020-11-19,Virginia,208833.0,2817305.0
7670,2020-11-19,Ohio,318828.0,5149120.0
7393,2020-11-19,District of Columbia,19465.0,588156.0
7116,2020-11-19,Tennessee,325201.0,3890544.0
4893,2020-11-19,South Carolina,199447.0,1960967.0
935,2020-11-19,Florida,892352.0,5854290.0
5172,2020-11-20,Arizona,287225.0,1780492.0
3503,2020-11-20,Vermont,3407.0,202899.0
10434,2020-11-20,Kansas,128594.0,629360.0
303,2020-11-20,Washington,135424.0,2719063.0
6562,2020-11-20,Georgia,396641.0,3643716.0
11261,2020-11-20,South Dakota,69742.0,235799.0
9882,2020-11-20,Arkansas,139855.0,1440090.0
