,date,City,positive,negative
12973,2020-04-21,Oklahoma,2680.0,41537.0
6904,2020-04-21,Tennessee,7238.0,100788.0
5237,2020-04-21,North Carolina,6764.0,76380.0
9117,2020-04-21,Iowa,3159.0,23974.0
11873,2020-04-21,Missouri,5807.0,51179.0
10773,2020-04-21,West Virginia,902.0,21849.0
7458,2020-04-21,Ohio,12919.0,80989.0
4681,2020-04-21,South Carolina,4377.0,36838.0
4403,2020-04-21,Texas,19458.0,185203.0
90,2020-04-21,Washington,12923.0,161625.0
6349,2020-04-21,Georgia,18947.0,68259.0
11048,2020-04-21,South Dakota,1685.0,11060.0
1604,2020-04-21,Indiana,11686.0,55167.0
8841,2020-04-21,Alaska,321.0,10790.0
1024,2020-04-21,New Jersey,88806.0,92439.0
1888,2020-04-21,Virginia,8990.0,48724.0
723,2020-04-21,Florida,25360.0,249564.0
4125,2020-04-21,Colorado,10106.0,38257.0
8012,2020-04-21,Maryland,13684.0,59442.0
11323,2020-04-21,Louisiana,24523.0,111588.0
13798,2020-04-21,Connecticut,19815.0,43832.0
13523,2020-04-21,Alabama,5025.0,43295.0
6627,2020-04-21,Oregon,1956.0,39126.0
3847,2020-04-21,California,30978.0,266839.0
4959,2020-04-21,Arizona,5064.0,49901.0
11598,2020-04-21,North Dakota,626.0,14343.0
2450,2020-04-21,Wyoming,428.0,7301.0
10221,2020-04-21,Kansas,1986.0,17076.0
2169,2020-04-21,Rhode Island,5585.0,32606.0
10497,2020-04-21,Kentucky,2960.0,29770.0
12698,2020-04-21,Montana,433.0,10804.0
3569,2020-04-21,Wisconsin,5353.0,47841.0
7735,2020-04-21,New Mexico,1971.0,38805.0
9393,2020-04-21,Pennsylvania,33232.0,132323.0
2451,2020-04-22,Wyoming,441.0,7301.0
10774,2020-04-22,West Virginia,914.0,24897.0
3291,2020-04-22,Vermont,820.0,10946.0
6905,2020-04-22,Tennessee,7394.0,107138.0
7459,2020-04-22,Ohio,13725.0,84389.0
1025,2020-04-22,New Jersey,92387.0,95794.0
3012,2020-04-22,New York,251690.0,412766.0
9670,2020-04-22,Arkansas,2227.0,27437.0
411,2020-04-22,Massachusetts,43168.0,144789.0
1889,2020-04-22,Virginia,9630.0,50512.0
11324,2020-04-22,Louisiana,24854.0,111588.0
5516,2020-04-22,Illinois,33059.0,129238.0
9394,2020-04-22,Pennsylvania,34528.0,136272.0
10222,2020-04-22,Kansas,2025.0,17992.0
10498,2020-04-22,Kentucky,3050.0,30136.0
6350,2020-04-22,Georgia,19881.0,73332.0
6628,2020-04-22,Oregon,2002.0,39126.0
3570,2020-04-22,Wisconsin,5509.0,49502.0
91,2020-04-22,Washington,13193.0,166469.0
4404,2020-04-22,Texas,20196.0,195714.0
12149,2020-04-22,Mississippi,4716.0,48941.0
9946,2020-04-22,Minnesota,3452.0,50165.0
7736,2020-04-22,New Mexico,2072.0,39022.0
13524,2020-04-22,Alabama,5231.0,43295.0
13249,2020-04-22,Utah,3296.0,78435.0
4126,2020-04-22,Colorado,10447.0,39767.0
12699,2020-04-22,Montana,437.0,11144.0
8013,2020-04-22,Maryland,14193.0,61754.0
8290,2020-04-22,Nevada,3937.0,29807.0
7182,2020-04-22,District of Columbia,3098.0,12296.0
6072,2020-04-22,Hawaii,584.0,24760.0
724,2020-04-22,Florida,26106.0,260318.0
11049,2020-04-22,South Dakota,1755.0,11588.0
5238,2020-04-22,North Carolina,6951.0,83116.0
14074,2020-04-22,Idaho,1736.0,16404.0
11599,2020-04-22,North Dakota,644.0,14910.0
9118,2020-04-22,Iowa,3641.0,24496.0
11874,2020-04-22,Missouri,5941.0,52019.0
1321,2020-04-22,Nebraska,1648.0,14957.0
4682,2020-04-22,South Carolina,4439.0,38350.0
8842,2020-04-22,Alaska,329.0,11824.0
12424,2020-04-22,Maine,888.0,16784.0
2170,2020-04-22,Rhode Island,5972.0,34528.0
5794,2020-04-22,New Hampshire,1491.0,13550.0
12974,2020-04-22,Oklahoma,2807.0,43019.0
13799,2020-04-22,Connecticut,20360.0,47449.0
1605,2020-04-22,Indiana,12097.0,57032.0
2732,2020-04-22,Michigan,39589.0,106653.0
4960,2020-04-22,Arizona,5251.0,51142.0
8566,2020-04-22,Delaware,2931.0,13353.0
3848,2020-04-22,California,33261.0,429931.0
412,2020-04-23,Massachusetts,44913.0,156324.0
5795,2020-04-23,New Hampshire,1491.0,14424.0
13525,2020-04-23,Alabama,5465.0,46863.0
4127,2020-04-23,Colorado,10878.0,41062.0
725,2020-04-23,Florida,26965.0,267876.0
2733,2020-04-23,Michigan,40705.0,115005.0
13800,2020-04-23,Connecticut,22469.0,48397.0
11875,2020-04-23,Missouri,6137.0,53129.0
9947,2020-04-23,Minnesota,3758.0,52144.0
2452,2020-04-23,Wyoming,447.0,7241.0
10499,2020-04-23,Kentucky,3192.0,32702.0
6629,2020-04-23,Oregon,2059.0,41849.0
12975,2020-04-23,Oklahoma,2894.0,43019.0
5239,2020-04-23,North Carolina,7220.0,88577.0
8291,2020-04-23,Nevada,4081.0,30541.0
4683,2020-04-23,South Carolina,4761.0,39546.0
8014,2020-04-23,Maryland,14775.0,64363.0
8567,2020-04-23,Delaware,3200.0,13604.0
2171,2020-04-23,Rhode Island,6354.0,36423.0
11325,2020-04-23,Louisiana,25258.0,111774.0
3571,2020-04-23,Wisconsin,5766.0,51456.0
9395,2020-04-23,Pennsylvania,35684.0,142061.0
3013,2020-04-23,New York,257216.0,432460.0
3292,2020-04-23,Vermont,828.0,11231.0
7460,2020-04-23,Ohio,14117.0,88183.0
7183,2020-04-23,District of Columbia,3206.0,12569.0
10775,2020-04-23,West Virginia,939.0,26938.0
1026,2020-04-23,New Jersey,95865.0,100159.0
8843,2020-04-23,Alaska,335.0,11824.0
3849,2020-04-23,California,35396.0,444728.0
4961,2020-04-23,Arizona,5459.0,52928.0
1606,2020-04-23,Indiana,12438.0,59001.0
12425,2020-04-23,Maine,907.0,16784.0
6073,2020-04-23,Hawaii,586.0,25536.0
1322,2020-04-23,Nebraska,1722.0,15547.0
9119,2020-04-23,Iowa,3748.0,25338.0
11600,2020-04-23,North Dakota,677.0,15621.0
14075,2020-04-23,Idaho,1766.0,17370.0
11050,2020-04-23,South Dakota,1858.0,12109.0
9671,2020-04-23,Arkansas,2276.0,29125.0
1890,2020-04-23,Virginia,10266.0,53891.0
6906,2020-04-23,Tennessee,7842.0,114834.0
12150,2020-04-23,Mississippi,4894.0,50236.0
12700,2020-04-23,Montana,439.0,11433.0
13250,2020-04-23,Utah,3445.0,83601.0
7737,2020-04-23,New Mexico,2210.0,44184.0
4405,2020-04-23,Texas,21069.0,203134.0
5517,2020-04-23,Illinois,35108.0,136382.0
6351,2020-04-23,Georgia,20740.0,79550.0
92,2020-04-23,Washington,13476.0,171158.0
10223,2020-04-23,Kansas,2211.0,18836.0
1891,2020-04-24,Virginia,10998.0,57846.0
3014,2020-04-24,New York,263460.0,459066.0
11051,2020-04-24,South Dakota,1956.0,12784.0
13251,2020-04-24,Utah,3612.0,87771.0
4128,2020-04-24,Colorado,11262.0,44533.0
11326,2020-04-24,Louisiana,25739.0,111972.0
14076,2020-04-24,Idaho,1802.0,17611.0
5240,2020-04-24,North Carolina,7608.0,92532.0
1323,2020-04-24,Nebraska,1813.0,16488.0
4406,2020-04-24,Texas,21944.0,219741.0
4684,2020-04-24,South Carolina,4917.0,39546.0
8568,2020-04-24,Delaware,3308.0,13937.0
6074,2020-04-24,Hawaii,592.0,26291.0
1607,2020-04-24,Indiana,13039.0,61873.0
7738,2020-04-24,New Mexico,2379.0,48989.0
9948,2020-04-24,Minnesota,4270.0,54706.0
5796,2020-04-24,New Hampshire,1588.0,15139.0
413,2020-04-24,Massachusetts,47992.0,164244.0
9672,2020-04-24,Arkansas,2465.0,32837.0
12976,2020-04-24,Oklahoma,3017.0,43019.0
13801,2020-04-24,Connecticut,23100.0,50117.0
10500,2020-04-24,Kentucky,3373.0,39363.0
1027,2020-04-24,New Jersey,99989.0,103766.0
8844,2020-04-24,Alaska,337.0,11942.0
12151,2020-04-24,Mississippi,5153.0,50236.0
13526,2020-04-24,Alabama,5778.0,46863.0
6352,2020-04-24,Georgia,21512.0,85029.0
6907,2020-04-24,Tennessee,8266.0,122602.0
3293,2020-04-24,Vermont,831.0,11515.0
8292,2020-04-24,Nevada,4208.0,31794.0
12426,2020-04-24,Maine,937.0,16784.0
8015,2020-04-24,Maryland,15737.0,68100.0
5518,2020-04-24,Illinois,36934.0,149974.0
2453,2020-04-24,Wyoming,453.0,7696.0
12701,2020-04-24,Montana,442.0,11683.0
7461,2020-04-24,Ohio,14694.0,92528.0
9396,2020-04-24,Pennsylvania,37053.0,147491.0
3572,2020-04-24,Wisconsin,6011.0,54573.0
4962,2020-04-24,Arizona,5769.0,54669.0
3850,2020-04-24,California,37369.0,454919.0
6630,2020-04-24,Oregon,2127.0,43315.0
10224,2020-04-24,Kansas,2482.0,20811.0
93,2020-04-24,Washington,13750.0,176984.0
2172,2020-04-24,Rhode Island,6773.0,39071.0
11601,2020-04-24,North Dakota,709.0,16701.0
11876,2020-04-24,Missouri,6321.0,58582.0
10776,2020-04-24,West Virginia,967.0,28823.0
9120,2020-04-24,Iowa,3924.0,27528.0
2734,2020-04-24,Michigan,41694.0,123054.0
726,2020-04-24,Florida,27662.0,286785.0
7184,2020-04-24,District of Columbia,3361.0,13005.0
94,2020-04-25,Washington,14100.0,180266.0
8293,2020-04-25,Nevada,4398.0,32669.0
7462,2020-04-25,Ohio,15169.0,96396.0
3294,2020-04-25,Vermont,834.0,11814.0
3573,2020-04-25,Wisconsin,6364.0,57138.0
10501,2020-04-25,Kentucky,3481.0,41183.0
6631,2020-04-25,Oregon,2177.0,45124.0
11327,2020-04-25,Louisiana,26140.0,112490.0
4129,2020-04-25,Colorado,12255.0,46823.0
9121,2020-04-25,Iowa,4445.0,29258.0
8016,2020-04-25,Maryland,16616.0,71357.0
9949,2020-04-25,Minnesota,4788.0,56982.0
1324,2020-04-25,Nebraska,2124.0,17552.0
6075,2020-04-25,Hawaii,596.0,27439.0
12702,2020-04-25,Montana,444.0,12052.0
6908,2020-04-25,Tennessee,8726.0,132217.0
10777,2020-04-25,West Virginia,988.0,31946.0
7739,2020-04-25,New Mexico,2521.0,51075.0
9673,2020-04-25,Arkansas,2741.0,35224.0
3851,2020-04-25,California,39254.0,464898.0
8845,2020-04-25,Alaska,339.0,15393.0
14077,2020-04-25,Idaho,1836.0,17611.0
5519,2020-04-25,Illinois,39658.0,159840.0
13252,2020-04-25,Utah,3782.0,91958.0
10225,2020-04-25,Kansas,2777.0,22143.0
1892,2020-04-25,Virginia,11594.0,60276.0
4963,2020-04-25,Arizona,6045.0,56228.0
6353,2020-04-25,Georgia,22147.0,96319.0
12427,2020-04-25,Maine,965.0,16784.0
12152,2020-04-25,Mississippi,5434.0,53239.0
727,2020-04-25,Florida,28876.0,302260.0
4407,2020-04-25,Texas,22806.0,239043.0
1608,2020-04-25,Indiana,13680.0,65379.0
1028,2020-04-25,New Jersey,102196.0,108163.0
414,2020-04-25,Massachusetts,50969.0,173497.0
13527,2020-04-25,Alabama,5832.0,65207.0
13802,2020-04-25,Connecticut,23921.0,53020.0
2454,2020-04-25,Wyoming,473.0,7797.0
2173,2020-04-25,Rhode Island,7188.0,40860.0
3015,2020-04-25,New York,271590.0,495425.0
2735,2020-04-25,Michigan,42730.0,128955.0
5797,2020-04-25,New Hampshire,1670.0,16007.0
7185,2020-04-25,District of Columbia,3528.0,13603.0
5241,2020-04-25,North Carolina,8052.0,96642.0
12977,2020-04-25,Oklahoma,3121.0,49891.0
8569,2020-04-25,Delaware,3442.0,14122.0
11602,2020-04-25,North Dakota,747.0,18547.0
11052,2020-04-25,South Dakota,2040.0,13449.0
11877,2020-04-25,Missouri,6625.0,60392.0
9397,2020-04-25,Pennsylvania,38652.0,152886.0
4685,2020-04-25,South Carolina,4917.0,43761.0
5520,2020-04-26,Illinois,41777.0,171049.0
8570,2020-04-26,Delaware,3576.0,15215.0
9398,2020-04-26,Pennsylvania,40049.0,157428.0
4130,2020-04-26,Colorado,12968.0,49833.0
13253,2020-04-26,Utah,3948.0,95837.0
13803,2020-04-26,Connecticut,24582.0,54542.0
3295,2020-04-26,Vermont,843.0,11925.0
14078,2020-04-26,Idaho,1870.0,17611.0
10226,2020-04-26,Kansas,3056.0,23053.0
12703,2020-04-26,Montana,445.0,12414.0
1609,2020-04-26,Indiana,14395.0,66696.0
415,2020-04-26,Massachusetts,53348.0,181162.0
1029,2020-04-26,New Jersey,105523.0,114106.0
7186,2020-04-26,District of Columbia,3699.0,14227.0
6632,2020-04-26,Oregon,2253.0,46653.0
4408,2020-04-26,Texas,23773.0,251390.0
11053,2020-04-26,South Dakota,2147.0,14062.0
4686,2020-04-26,South Carolina,5253.0,45271.0
1893,2020-04-26,Virginia,12366.0,63630.0
4964,2020-04-26,Arizona,6280.0,58285.0
5242,2020-04-26,North Carolina,8623.0,99064.0
728,2020-04-26,Florida,29610.0,313085.0
12153,2020-04-26,Mississippi,5718.0,54877.0
2174,2020-04-26,Rhode Island,7493.0,42746.0
12428,2020-04-26,Maine,990.0,16784.0
7463,2020-04-26,Ohio,15587.0,100423.0
6076,2020-04-26,Hawaii,601.0,27880.0
8294,2020-04-26,Nevada,4539.0,33584.0
10778,2020-04-26,West Virginia,1020.0,38019.0
2455,2020-04-26,Wyoming,491.0,7797.0
13528,2020-04-26,Alabama,6137.0,67281.0
11328,2020-04-26,Louisiana,26512.0,116263.0
6909,2020-04-26,Tennessee,9189.0,137807.0
11603,2020-04-26,North Dakota,803.0,19850.0
8017,2020-04-26,Maryland,17766.0,78084.0
95,2020-04-26,Washington,14266.0,182238.0
12978,2020-04-26,Oklahoma,3193.0,49891.0
9122,2020-04-26,Iowa,5092.0,30614.0
1325,2020-04-26,Nebraska,2421.0,18496.0
8846,2020-04-26,Alaska,339.0,15836.0
3016,2020-04-26,New York,282143.0,517305.0
10502,2020-04-26,Kentucky,3779.0,42653.0
2736,2020-04-26,Michigan,43263.0,134431.0
6354,2020-04-26,Georgia,22695.0,99822.0
7740,2020-04-26,New Mexico,2660.0,53889.0
3852,2020-04-26,California,41137.0,483920.0
9950,2020-04-26,Minnesota,5127.0,59161.0
11878,2020-04-26,Missouri,6826.0,62751.0
9674,2020-04-26,Arkansas,2829.0,36528.0
5798,2020-04-26,New Hampshire,1720.0,16964.0
3574,2020-04-26,Wisconsin,6715.0,59235.0
5243,2020-04-27,North Carolina,8830.0,100778.0
729,2020-04-27,Florida,30405.0,324325.0
3017,2020-04-27,New York,288045.0,534099.0
14079,2020-04-27,Idaho,1887.0,18127.0
8847,2020-04-27,Alaska,341.0,15911.0
13529,2020-04-27,Alabama,6270.0,67498.0
3853,2020-04-27,California,42164.0,509945.0
1894,2020-04-27,Virginia,12970.0,67144.0
8018,2020-04-27,Maryland,18581.0,85489.0
10227,2020-04-27,Kansas,3174.0,23839.0
11879,2020-04-27,Missouri,6997.0,63935.0
1030,2020-04-27,New Jersey,109038.0,116587.0
5521,2020-04-27,Illinois,43903.0,181745.0
9675,2020-04-27,Arkansas,2941.0,37440.0
2175,2020-04-27,Rhode Island,7769.0,43915.0
4687,2020-04-27,South Carolina,5490.0,45271.0
6910,2020-04-27,Tennessee,9667.0,144484.0
11054,2020-04-27,South Dakota,2212.0,14130.0
12429,2020-04-27,Maine,1015.0,16784.0
6355,2020-04-27,Georgia,23401.0,103256.0
9399,2020-04-27,Pennsylvania,41165.0,161372.0
7464,2020-04-27,Ohio,15963.0,103692.0
10779,2020-04-27,West Virginia,1044.0,41976.0
9123,2020-04-27,Iowa,5476.0,32282.0
3575,2020-04-27,Wisconsin,6963.0,61311.0
13254,2020-04-27,Utah,4123.0,97910.0
9951,2020-04-27,Minnesota,5512.0,60503.0
1326,2020-04-27,Nebraska,2732.0,19335.0
11604,2020-04-27,North Dakota,867.0,21492.0
2737,2020-04-27,Michigan,43789.0,140972.0
96,2020-04-27,Washington,14379.0,187666.0
12979,2020-04-27,Oklahoma,3253.0,49891.0
1610,2020-04-27,Indiana,15012.0,68515.0
2456,2020-04-27,Wyoming,502.0,7797.0
11329,2020-04-27,Louisiana,26773.0,119921.0
8295,2020-04-27,Nevada,4602.0,34123.0
5799,2020-04-27,New Hampshire,1787.0,17860.0
6077,2020-04-27,Hawaii,603.0,28404.0
3296,2020-04-27,Vermont,852.0,12146.0
12154,2020-04-27,Mississippi,5911.0,57368.0
416,2020-04-27,Massachusetts,54938.0,188425.0
7741,2020-04-27,New Mexico,2726.0,55980.0
13804,2020-04-27,Connecticut,25269.0,54542.0
12704,2020-04-27,Montana,448.0,12584.0
10503,2020-04-27,Kentucky,3905.0,44400.0
8571,2020-04-27,Delaware,4034.0,15454.0
4409,2020-04-27,Texas,24631.0,265220.0
4131,2020-04-27,Colorado,13441.0,52462.0
4965,2020-04-27,Arizona,6526.0,59827.0
6633,2020-04-27,Oregon,2311.0,48844.0
7187,2020-04-27,District of Columbia,3841.0,14524.0
11055,2020-04-28,South Dakota,2245.0,14299.0
11605,2020-04-28,North Dakota,942.0,22732.0
12430,2020-04-28,Maine,1023.0,16784.0
417,2020-04-28,Massachusetts,56462.0,196198.0
13530,2020-04-28,Alabama,6499.0,69140.0
1611,2020-04-28,Indiana,15961.0,70593.0
1327,2020-04-28,Nebraska,3028.0,20247.0
10780,2020-04-28,West Virginia,1063.0,41976.0
9124,2020-04-28,Iowa,5868.0,33447.0
3018,2020-04-28,New York,291996.0,549888.0
6078,2020-04-28,Hawaii,606.0,28576.0
8848,2020-04-28,Alaska,345.0,16738.0
4966,2020-04-28,Arizona,6716.0,60490.0
11880,2020-04-28,Missouri,7171.0,66200.0
7188,2020-04-28,District of Columbia,3892.0,14891.0
6911,2020-04-28,Tennessee,9918.0,151876.0
12705,2020-04-28,Montana,449.0,12740.0
10504,2020-04-28,Kentucky,4074.0,44653.0
4132,2020-04-28,Colorado,13879.0,54714.0
7465,2020-04-28,Ohio,16325.0,106578.0
3576,2020-04-28,Wisconsin,7161.0,63535.0
4688,2020-04-28,South Carolina,5490.0,46532.0
9952,2020-04-28,Minnesota,6187.0,63248.0
1031,2020-04-28,New Jersey,111188.0,120503.0
97,2020-04-28,Washington,14748.0,193339.0
13255,2020-04-28,Utah,4233.0,101210.0
2457,2020-04-28,Wyoming,520.0,8226.0
8296,2020-04-28,Nevada,4690.0,35314.0
12980,2020-04-28,Oklahoma,3280.0,56289.0
2738,2020-04-28,Michigan,44709.0,148910.0
5800,2020-04-28,New Hampshire,1864.0,18207.0
8572,2020-04-28,Delaware,4162.0,16605.0
5244,2020-04-28,North Carolina,9142.0,103184.0
2176,2020-04-28,Rhode Island,7972.0,45689.0
8019,2020-04-28,Maryland,19487.0,87672.0
4410,2020-04-28,Texas,25297.0,274213.0
6634,2020-04-28,Oregon,2354.0,48844.0
3297,2020-04-28,Vermont,855.0,12261.0
11330,2020-04-28,Louisiana,27068.0,123822.0
5522,2020-04-28,Illinois,45883.0,194087.0
7742,2020-04-28,New Mexico,2823.0,58771.0
12155,2020-04-28,Mississippi,6094.0,58070.0
14080,2020-04-28,Idaho,1897.0,18135.0
9676,2020-04-28,Arkansas,3017.0,37560.0
6356,2020-04-28,Georgia,23913.0,115405.0
730,2020-04-28,Florida,30924.0,334029.0
10228,2020-04-28,Kansas,3328.0,24599.0
3854,2020-04-28,California,43464.0,532577.0
13805,2020-04-28,Connecticut,25269.0,66433.0
9400,2020-04-28,Pennsylvania,42050.0,165824.0
1895,2020-04-28,Virginia,13535.0,68959.0
11331,2020-04-29,Louisiana,27286.0,128908.0
11056,2020-04-29,South Dakota,2313.0,14460.0
5245,2020-04-29,North Carolina,9568.0,108492.0
3855,2020-04-29,California,45031.0,556639.0
8573,2020-04-29,Delaware,4575.0,16883.0
5523,2020-04-29,Illinois,48102.0,206312.0
3019,2020-04-29,New York,295106.0,572790.0
13531,2020-04-29,Alabama,6687.0,73607.0
2177,2020-04-29,Rhode Island,8296.0,48143.0
8020,2020-04-29,Maryland,20113.0,90080.0
11606,2020-04-29,North Dakota,991.0,24503.0
10229,2020-04-29,Kansas,3491.0,25720.0
418,2020-04-29,Massachusetts,58302.0,205353.0
6635,2020-04-29,Oregon,2354.0,52026.0
13256,2020-04-29,Utah,4343.0,105250.0
4967,2020-04-29,Arizona,6948.0,61611.0
12156,2020-04-29,Mississippi,6342.0,59525.0
10505,2020-04-29,Kentucky,4146.0,48036.0
4133,2020-04-29,Colorado,14316.0,56301.0
6079,2020-04-29,Hawaii,607.0,29009.0
3577,2020-04-29,Wisconsin,7391.0,66630.0
6912,2020-04-29,Tennessee,10052.0,158183.0
8849,2020-04-29,Alaska,351.0,18764.0
3298,2020-04-29,Vermont,862.0,12375.0
731,2020-04-29,Florida,31672.0,340295.0
1896,2020-04-29,Virginia,14339.0,70979.0
1328,2020-04-29,Nebraska,3358.0,20257.0
9953,2020-04-29,Minnesota,6788.0,69650.0
98,2020-04-29,Washington,15043.0,198707.0
13806,2020-04-29,Connecticut,26312.0,68051.0
11881,2020-04-29,Missouri,7303.0,69734.0
9125,2020-04-29,Iowa,6376.0,34494.0
1032,2020-04-29,New Jersey,113856.0,125054.0
7743,2020-04-29,New Mexico,2974.0,61872.0
4689,2020-04-29,South Carolina,5613.0,48336.0
6357,2020-04-29,Georgia,24615.0,118155.0
10781,2020-04-29,West Virginia,1079.0,41976.0
7466,2020-04-29,Ohio,16769.0,111605.0
4411,2020-04-29,Texas,26171.0,287736.0
14081,2020-04-29,Idaho,1917.0,26430.0
2739,2020-04-29,Michigan,45538.0,158373.0
2458,2020-04-29,Wyoming,536.0,8681.0
12431,2020-04-29,Maine,1040.0,19546.0
9401,2020-04-29,Pennsylvania,43264.0,170517.0
12706,2020-04-29,Montana,451.0,13077.0
8297,2020-04-29,Nevada,4805.0,36130.0
12981,2020-04-29,Oklahoma,3410.0,57794.0
5801,2020-04-29,New Hampshire,1938.0,18736.0
9677,2020-04-29,Arkansas,3111.0,42257.0
7189,2020-04-29,District of Columbia,3994.0,15123.0
1612,2020-04-29,Indiana,16588.0,74368.0
4412,2020-04-30,Texas,27054.0,302213.0
3856,2020-04-30,California,46500.0,576420.0
10506,2020-04-30,Kentucky,4375.0,49562.0
6358,2020-04-30,Georgia,25623.0,122889.0
11882,2020-04-30,Missouri,7425.0,73125.0
5524,2020-04-30,Illinois,50355.0,216949.0
419,2020-04-30,Massachusetts,60265.0,213442.0
10782,2020-04-30,West Virginia,1095.0,43423.0
9678,2020-04-30,Arkansas,3192.0,45124.0
3299,2020-04-30,Vermont,862.0,12569.0
1329,2020-04-30,Nebraska,3374.0,21537.0
6636,2020-04-30,Oregon,2446.0,53522.0
99,2020-04-30,Washington,15371.0,203985.0
2459,2020-04-30,Wyoming,544.0,8902.0
4690,2020-04-30,South Carolina,5881.0,50417.0
4968,2020-04-30,Arizona,7202.0,64138.0
13257,2020-04-30,Utah,4495.0,108785.0
4134,2020-04-30,Colorado,14758.0,57106.0
12432,2020-04-30,Maine,1056.0,19546.0
10230,2020-04-30,Kansas,3738.0,27388.0
6080,2020-04-30,Hawaii,609.0,30027.0
2178,2020-04-30,Rhode Island,8668.0,50100.0
12157,2020-04-30,Mississippi,6569.0,59525.0
2740,2020-04-30,Michigan,46488.0,168944.0
7190,2020-04-30,District of Columbia,4106.0,15756.0
8574,2020-04-30,Delaware,4655.0,17086.0
8850,2020-04-30,Alaska,355.0,18764.0
5802,2020-04-30,New Hampshire,2010.0,19867.0
9402,2020-04-30,Pennsylvania,44366.0,175602.0
12707,2020-04-30,Montana,451.0,13461.0
7744,2020-04-30,New Mexico,3213.0,64458.0
9954,2020-04-30,Minnesota,7468.0,73349.0
11607,2020-04-30,North Dakota,1033.0,26393.0
8298,2020-04-30,Nevada,4898.0,36988.0
11332,2020-04-30,Louisiana,27660.0,133308.0
1897,2020-04-30,Virginia,14961.0,75663.0
3020,2020-04-30,New York,299691.0,596264.0
13807,2020-04-30,Connecticut,26767.0,69433.0
12982,2020-04-30,Oklahoma,3473.0,59804.0
6913,2020-04-30,Tennessee,10366.0,166891.0
11057,2020-04-30,South Dakota,2373.0,14579.0
1613,2020-04-30,Indiana,17182.0,77163.0
14082,2020-04-30,Idaho,1952.0,26862.0
13532,2020-04-30,Alabama,6842.0,80177.0
9126,2020-04-30,Iowa,6843.0,35522.0
732,2020-04-30,Florida,32015.0,348715.0
7467,2020-04-30,Ohio,17303.0,115863.0
5246,2020-04-30,North Carolina,9948.0,117527.0
3578,2020-04-30,Wisconsin,7660.0,69394.0
8021,2020-04-30,Maryland,20849.0,92617.0
1033,2020-04-30,New Jersey,116264.0,129266.0
10231,2020-05-01,Kansas,4238.0,28585.0
6359,2020-05-01,Georgia,26155.0,141097.0
13533,2020-05-01,Alabama,7019.0,84775.0
12708,2020-05-01,Montana,453.0,13750.0
10783,2020-05-01,West Virginia,1118.0,45708.0
12983,2020-05-01,Oklahoma,3618.0,59804.0
7468,2020-05-01,Ohio,18027.0,121763.0
8851,2020-05-01,Alaska,355.0,19961.0
10507,2020-05-01,Kentucky,4539.0,51904.0
3579,2020-05-01,Wisconsin,8052.0,72566.0
3857,2020-05-01,California,48917.0,604543.0
12433,2020-05-01,Maine,1095.0,19546.0
12158,2020-05-01,Mississippi,6815.0,64336.0
7191,2020-05-01,District of Columbia,4323.0,16477.0
4413,2020-05-01,Texas,28087.0,322546.0
9679,2020-05-01,Arkansas,3255.0,46355.0
6637,2020-05-01,Oregon,2510.0,55597.0
1614,2020-05-01,Indiana,17835.0,81009.0
4691,2020-05-01,South Carolina,6095.0,53121.0
9403,2020-05-01,Pennsylvania,45763.0,180477.0
9955,2020-05-01,Minnesota,8116.0,77214.0
9127,2020-05-01,Iowa,7145.0,37708.0
733,2020-05-01,Florida,32529.0,367971.0
5525,2020-05-01,Illinois,52918.0,228633.0
8022,2020-05-01,Maryland,21742.0,97511.0
8299,2020-05-01,Nevada,4998.0,38368.0
1034,2020-05-01,New Jersey,118652.0,135355.0
11058,2020-05-01,South Dakota,2449.0,14838.0
8575,2020-05-01,Delaware,4734.0,17667.0
6914,2020-05-01,Tennessee,10735.0,174241.0
5803,2020-05-01,New Hampshire,2054.0,19903.0
5247,2020-05-01,North Carolina,10509.0,122909.0
7745,2020-05-01,New Mexico,3411.0,67605.0
11883,2020-05-01,Missouri,7562.0,74590.0
14083,2020-05-01,Idaho,1984.0,27210.0
100,2020-05-01,Washington,15619.0,209363.0
3021,2020-05-01,New York,304372.0,619124.0
6081,2020-05-01,Hawaii,613.0,30476.0
13808,2020-05-01,Connecticut,27700.0,71493.0
2460,2020-05-01,Wyoming,559.0,9136.0
1330,2020-05-01,Nebraska,3784.0,23104.0
1898,2020-05-01,Virginia,15846.0,89539.0
13258,2020-05-01,Utah,4672.0,111939.0
4969,2020-05-01,Arizona,7648.0,66917.0
